tokens,BIO
"['7', 'июля', 'газета', 'The', 'Times', 'писала', ',', 'что', 'глава', 'правительство', 'пообещала', 'отправить', 'в', 'отставку', 'Джонсона', 'и', 'других', 'министров', ',', 'если', 'они', 'откажутся', 'принять', 'ее', 'план', 'по', 'выходу', 'из', 'Евросоюза', '.']","['O', 'O', 'O', 'B-PRO', 'I-PRO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['Источник', 'сообщил', ',', 'что', 'поводом', 'для', 'данного', 'решения', 'стали', 'результаты', 'переговоров', 'в', 'резиденции', 'Чекерс', ',', 'где', 'Вместо', 'Дэвиса', 'сегодня', 'назначен', '44-летний', 'Доминик', 'Рааб', ',', 'который', 'ранее', 'занимал', 'должность', 'министра', 'с', 'вопросам', 'жилищной', 'политики', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'I-EVT', 'I-EVT', 'I-EVT', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Какое-либо', 'использование', 'материалов', 'без', 'письменного', 'разрешения', 'ООО', '""', 'ФОКУС', 'МЕДИА', '""', '-', 'запрещено', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O']"
"['Как', 'сообщал', 'ONLINE', '.']","['O', 'O', 'B-PRO', 'I-PRO']"
"['В', 'противном', 'случае', 'избежать', 'хаоса', ',', 'который', 'возникнет', ',', 'если', 'Джонсон', 'займет', 'кресло', 'британского', 'премьера', ',', 'избежать', 'не', 'удастся', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Только', 'в', 'конце', 'минувшего', 'октября', ',', 'когда', 'вердиктом', 'Верховного', 'суда', 'с', 'христианки', 'были', 'полностью', 'сняты', 'обвинения', ',', 'Асию', 'Биби', 'выпустили', 'на', 'свободу', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']"
"['Три', 'судьи', 'в', 'Лахоре', 'высказались', 'за', 'полное', 'рассмотрение', 'всех', 'документов', ',', 'относящихся', 'к', 'делу', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Британский', 'премьер', 'уверена', ',', 'что', 'этот', 'план', 'отвечает', 'интересам', 'в', 'том', 'числе', 'и', 'жителей', 'Северной', 'Ирландии', ',', 'которые', 'торгуют', 'с', 'остающейся', 'в', 'составе', 'ЕС', 'Ирландской', 'Республикой', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-LOC', 'I-LOC', 'O']"
"['Летом', '2009', 'года', 'многодетная', 'мать', 'Асия', 'Биби', 'выпила', 'воды', 'из', '""', 'мусульманского', '""', 'колодца', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Премьер', 'под', 'ударом', ':', 'почему', 'увольняются', 'министры', 'британского', 'правительства', 'После', 'встречи', 'в', 'Чекерс', 'Мэй', 'заявила', ',', 'что', 'готова', 'уволить', 'главу', 'внешнеполитического', 'ведомства', 'Джонсона', 'и', 'других', 'министров', ',', 'если', 'они', 'откажутся', 'принять', 'ее', 'план', 'по', 'плавному', 'выходу', 'страны', 'из', 'Евросоюза', ',', 'сообщила', 'газета', 'The', 'Times', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-PRO', 'I-PRO', 'O']"
"['Свидетели', 'рассказывают', ',', 'что', 'ее', 'попросили', 'принести', 'воды', ',', 'но', 'некоторые', 'мусульманки', 'стали', 'протестовать', ',', 'утверждая', ',', 'что', 'от', 'прикосновения', 'христианки', 'к', 'кувшину', 'вода', 'может', 'стать', 'нечистой', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Дэвид', 'Дэвис', 'сообщил', 'о', 'своем', 'уходе', 'накануне', ',', '8', 'июля', '.']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'Пакистане', 'суд', 'оправдал', '«', 'узницу', 'совести', '»', 'Асию', 'Биби', 'вердикт', 'в', 'отношении', 'христианки', 'Асии', 'Биби', ',', 'которая', 'в', '2010', 'г', 'была', 'приговорена', 'к', 'смерти', 'по', 'обвинению', 'в', 'оскорблении', 'пророка', 'Мухаммеда', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['По', 'ее', 'словам', ',', 'через', 'несколько', 'дней', 'после', 'ссоры', 'ее', 'избила', 'толпа', 'мусульман', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Пока', 'неизвестно', ',', 'кто', 'заменит', 'Бориса', 'Джонсона', 'на', 'посту', 'министра', 'иностранных', 'дел', 'Великобритании', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['Другие', 'работницы', 'пожаловались', 'на', 'нее', 'мулле', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Именно', 'там', 'Борис', 'Джонсон', 'может', 'сделать', 'судьбоносное', 'для', 'Мэй', 'и', 'всего', 'правительства', ',', 'а', 'возможно', 'и', 'для', 'Brexit', 'заявление', '.']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'O']"
"['Мэй', 'предлагала', 'создать', 'в', 'Великобритании', 'зону', 'свободной', 'торговли', 'и', 'сформировать', 'перечень', 'товаров', ',', 'которые', 'не', 'попадут', 'под', 'будущие', 'ограничения', '.']","['B-PER', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Апелляция', ',', 'которую', 'исламисты', 'подали', 'на', 'первое', 'решение', 'высшей', 'судебной', 'инстанции', ',', 'отклонена', ',', 'заявил', 'во', 'вторник', ',', '29', 'января', ',', 'председатель', 'суда', 'Асиф', 'Саид', 'Хоса', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O']"
"['Женщину', 'обвинили', 'в', 'оскорблении', 'пророка', 'Мухаммеда', 'в', '2010', 'году', 'после', 'того', ',', 'как', 'она', 'принесла', 'мусульманкам', 'воды', ',', 'которая', ',', 'по', 'их', 'мнению', ',', 'стала', 'нечистой', 'от', 'прикосновения', 'христианки', 'к', 'кувшину', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'октябре', '2014', 'года', 'Патриарх', 'Московский', 'и', 'всея', 'Руси', 'Кирилл', 'вслед', 'за', 'Папой', 'Римским', 'Франциском', 'обратился', 'к', 'президенту', 'Пакистана', 'Мамнуну', 'Хусейну', 'с', 'просьбой', 'о', 'помиловании', 'женщины', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
"['AP', 'отмечает', ',', 'что', 'сроки', 'рассмотрения', 'апелляции', 'пока', 'не', 'определены', ',', 'однако', 'этот', 'юридический', 'процесс', 'может', 'отложить', 'освобождение', 'Биби', 'на', 'еще', 'больший', 'срок', '.']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O']"
"['Правительство', 'Великобритании', 'выпустило', 'сообщение', ',', 'что', 'Тереза', 'Мэй', 'приняла', 'отставку', 'Джонсона', 'и', 'благодарит', 'его', 'за', 'проделанную', 'работу', '.']","['B-ORG', 'B-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Недовольные', 'обещают', ',', 'что', 'не', 'прекратят', 'протесты', ',', 'пока', '""', 'Биби', 'не', 'будет', 'повешена', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O']"
"['Борис', 'Джонсон', 'объявил', 'о', 'своей', 'добровольной', 'отставке', 'с', 'поста', 'министра', 'иностранных', 'дел', 'правительства', 'Терезы', 'Мэй', 'за', 'несколько', 'часов', 'до', 'того', ',', 'как', 'Тереза', 'Мэй', 'должна', 'представить', 'план', 'правительства', 'по', 'условиям', 'Брекзита', '.']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'B-PER', 'O', 'O', 'B-PRO', 'I-PRO', 'I-PRO', 'I-PRO', 'B-EVT', 'O']"
"['Среди', 'возможных', 'государств', ',', 'которые', 'могут', 'принять', 'ее', ',', 'называется', 'Франция', 'и', 'Испания', ',', 'которые', 'уже', 'предложили', 'ей', 'убежище', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'понедельник', 'его', 'примеру', 'последовал', 'Борис', 'Джонсон', '–', 'один', 'из', 'лидеров', 'кампании', 'по', 'выходу', 'Великобритании', 'из', 'Европейского', 'союза', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'I-ORG', 'O']"
"['Рааб', ',', 'который', 'в', 'настоящее', 'время', 'является', 'министром', 'по', 'вопросам', 'жилищной', 'политики', ',', 'был', 'известным', 'деятелем', 'кампании', 'за', 'выход', 'из', 'ЕС', 'на', 'референдуме', '2016', 'года', '.']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']"
"['После', 'этого', 'вопрос', 'будет', 'вынесен', 'на', 'партийное', 'голосование', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Отмечается', ',', 'что', 'Биби', 'была', 'осуждена', 'в', '2010', 'году', 'якобы', 'за', 'оскорбление', 'пророка', 'Мухаммеда', '.']","['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['Мнение', 'Пушкова', 'о', 'неизменности', 'взглядов', 'британского', 'МИД', 'подтвердил', 'сам', 'новый', 'министр', 'иностранных', 'дел', 'Джереми', 'Хант', ',', 'который', 'в', 'интервью', 'телеканалу', 'Sky', 'News', 'уже', 'сообщил', ',', 'что', 'Борис', 'Джонсон', 'сыграл', 'большую', 'роль', 'в', 'формировании', 'общественного', 'мнения', 'по', '""', 'делу', 'Скрипалей', '""', ',', 'а', 'также', 'назвал', 'своего', 'предшественника', '""', 'одной', 'из', 'выдающихся', 'движущих', 'сил', 'британской', 'политики', '""', '.']","['O', 'B-PER', 'O', 'O', 'O', 'B-ORG', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-PRO', 'I-PRO', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'I-EVT', 'B-PER', 'B-EVT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']"
"['Стоит', 'добавить', ',', 'что', 'предыдущий', 'чиновник', ',', 'который', 'занимал', 'эту', 'должность', ',', 'был', 'уволен', 'по', 'результатам', 'переговоров', 'в', 'резиденции', 'Чекерс', ',', 'где', 'британским', 'Кабмином', 'согласовывались', 'условия', 'выхода', 'Великобритании', 'из', 'Европейского', 'союза', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'I-ORG', 'O']"
"['В', 'течение', 'этого', 'времени', 'британская', 'сторона', 'не', 'сможет', 'участвовать', 'в', 'принятии', 'решений', ',', 'но', 'продолжит', 'соблюдать', 'правила', 'Евросоюза', ',', 'вносить', 'взносы', 'в', 'его', 'бюджет', 'и', 'признавать', 'решения', 'суда', 'ЕС', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-ORG', 'O']"
"['В', 'Пакистане', 'приговорили', 'к', 'смерти', 'христианку', 'за', 'высказывания', 'о', 'пророке', 'Мухаммеде', 'Суд', 'в', 'Пакистане', 'утвердил', 'смертный', 'приговор', 'христианке', 'Азии', 'Биби', 'за', 'то', ',', 'что', 'она', 'сделала', 'оскорбительные', 'замечания', 'о', 'пророке', 'Мухаммеде', 'в', 'споре', 'с', 'мусульманкой', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O']"
"[')', 'приняла', 'отставку', 'Бориса', 'Джонсона', 'с', 'поста', 'главы', 'МИД', '.']","['O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-ORG', 'O']"
"['В', 'ответ', 'на', 'это', 'Биби', 'три', 'раза', 'непочтительно', 'высказалась', 'о', 'пророке', 'Мухаммеде', '.']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
